"X","game_id","game_title"
501,"B0050SW93S","Resistance: Burning Skies - PlayStation Vita"
502,"B0050SX7BQ","BEYOND: Two Souls"
503,"B0050SWYTC","Killzone Mercenary"
504,"B0050SXU3Q","Sly Cooper: Thieves in Time - Playstation 3"
505,"B0050SXI6K","Ratchet &amp; Clank Collection"
506,"B0050SY4DG","Resident Evil 6"
507,"B0050SVNZ8","AmazonBasics Carrying Case for Nintendo - New 3DS XL, 3DS XL - Red (Officially Licensed by Nintendo)"
508,"B0050SWUTQ","Dead Space 3 Limited Edition"
509,"B0050SY77E","Crysis 3 - Xbox 360"
510,"B0050SXLQC","Resident Evil 6 - Playstation 3"
511,"B0050SYV70","Far Cry 3"
512,"B0050SYY5E","Halo: Combat Evolved Anniversary"
513,"B0050SYX8W","Halo 4 - Xbox 360 (Standard Game)"
514,"B0053BCO00","Mario Kart 7"
515,"B0053B7ICO","House of the Dead OVERKILL - Extended Cut - Playstation 3"
516,"B0053BCP40","Luigi's Mansion: Dark Moon"
517,"B0053BCMAC","Paper Mario: Sticker Star"
518,"B0053BCML6","Animal Crossing: New Leaf"
519,"B005C2D2MO","Dishonored"
520,"B005EYRAUK","Sonic Generations - Nintendo 3DS"
521,"B005FYJA52","Super Mario Galaxy (Nintendo Selects)"
522,"B005THAX5Q","Aliens: Colonial Marines - Xbox 360"
523,"B005VBVQDI","Devil May Cry HD Collection - Playstation 3"
524,"B006JKASCK","32GB PlayStation Vita Memory Card"
525,"B006JKASAC","16GB PlayStation Vita Memory Card"
526,"B006PP404Q","PlayStation Vita Protective Film - Two Pack"
527,"B006YDPU48","Dark Souls II - Playstation 3"
528,"B006ZTHFPS","Mortal Kombat: Komplete Edition - Playstation 3"
529,"B0074LJ3CE","Mortal Kombat - PlayStation Vita"
530,"B0076ZPYPI","Sleeping Dogs - Xbox 360"
531,"B007BJNR6C","Assassin's Creed III: Liberation"
532,"B00946FSIA","Lightning Returns: Final Fantasy XIII"
533,"B0094X2066","Nintendo Nunchuk Controller - White"
534,"B009AGXH64","Nintendo Wii U Console - 32GB Black Deluxe Set"
535,"B00AKIPBNS","Fire Emblem: Awakening"
536,"B00B67ZTUW","Tales of Xillia - Playstation 3"
537,"B00B7ELWAU","Muramasa Rebirth - PlayStation Vita"
538,"B00BGA9WK2","PlayStation 4 500GB Console [Old Model][Discontinued]"
539,"B00BGAA3S2","PlayStation 4 Camera (Old Model)"
540,"B00BGAA29M","Knack (PlayStation 4)"
541,"B00BGA9Y3W","Destiny - Standard Edition - PlayStation 4"
542,"B00BGA9YZK","Killzone: Shadow Fall (PlayStation 4)"
543,"B00BGA9ZZ4","DriveClub (PlayStation 4)"
544,"B00BGAA0SU","inFAMOUS: Second Son Limited Edition (PlayStation 4)"
545,"B00BGD6LMG","Watch Dogs - Xbox 360"
546,"B00BI83EVU","Watch Dogs - PlayStation 4"
547,"B00BMFIXOW","Assassin's Creed IV Black Flag - PlayStation 4"
548,"B00BMFIXT2","Assassin's Creed IV Black Flag - Xbox 360"
549,"B00BMFIXKQ","Assassin's Creed IV Black Flag - Playstation 3"
550,"B00BU3ZLJQ","Minecraft"
551,"B00C7103DO","Batman: Arkham Origins - Playstation 3"
552,"B00C71034I","Batman: Arkham Origins - Xbox 360"
553,"B00CMQTTZ2","Quantum Break - Xbox One"
554,"B00CMQTVUA","Xbox One + Kinect"
555,"B00CMQTU74","Ryse: Son of Rome Day One Edition - Xbox One"
556,"B00CMQTUSS","Xbox One Wireless Controller (Without 3.5 millimeter headset jack)"
557,"B00CTKHXFO","Metal Gear Solid: The Legacy Collection"
558,"B00CX8VY4S","Watch Dogs xbox one"
559,"B00D2ZK1IG","Dying Light - PlayStation 4"
560,"B00D3RBZHY","Need for Speed: Rivals"
561,"B00D4WTO1M","Call of Duty: Ghosts - PlayStation 4"
562,"B00DB9JYFY","Titanfall - Xbox One"
563,"B00DBDPOZ4","Xbox One Play and Charge Kit"
564,"B00DBLBMBQ","The Order: 1886 - PlayStation 4"
565,"B00DBM1RVA","Mad Max - PlayStation 4"
566,"B00DC7G2W8","Mario Kart 8 - Nintendo Wii U"
567,"B00DC7G1WE","Bayonetta 2 - Nintendo Wii U"
568,"B00DC7G0GG","Super Mario 3D World - Nintendo Wii U"
569,"B00DC7O77A","Donkey Kong Country Tropical Freeze - Nintendo Wii U"
570,"B00DD0B0BM","Super Smash Bros. - Nintendo Wii U"
571,"B00DD0B1R0","Super Smash Bros. - Nintendo 3DS"
572,"B00DDXILBQ","Tom Clancy's The Division - Xbox One"
573,"B00DEL3IIS","Tom Clancy's The Division - PlayStation 4"
574,"B00DHF3BZQ","The Evil Within - PlayStation 4"
575,"B00DUARBTA","LEGO Marvel Super Heroes - PlayStation 4"
576,"B00DV16N6U","Ratchet and Clank: Into the Nexus - PS3"
577,"B00FM5IY0Q","Dead Rising 3"
578,"B00GANWVJE","The Legend of Zelda: A Link Between Worlds 3D"
579,"B00GGUT7E8","BioShock Infinite - PS3 [Digital Code]"
580,"B00GLZQR96","Diablo III: Ultimate Evil Edition"
581,"B00GMFKYJ4","Middle Earth: Shadow of Mordor - Xbox One"
582,"B00GMFKYK8","Middle Earth: Shadow of Mordor - PlayStation 4"
583,"B00GODZYNA","Uncharted 4: A Thief's End - PlayStation 4"
584,"B00GV4V8XC","Bravely Default - Nintendo 3DS"
585,"B00GZ1GUSY","Tomb Raider: Definitive Edition - PlayStation 4"
586,"B00HD4R5YU","Metal Gear Solid V: Ground Zeroes - PlayStation 4 Standard Edition"
587,"B00HGLLRV2","inFAMOUS: Second Son Standard Edition (PlayStation 4)"
588,"B00HKCIT0O","Evolve - PlayStation 4"
589,"B00I19TXNC","Alien: Isolation - Xbox One"
590,"B00I19TYW2","Alien: Isolation - PlayStation 4"
591,"B00IKQDULC","Castlevania: Lords of Shadow 2 - PS3 [Digital Code]"
592,"B00J48MUS4","Assassin's Creed Unity Limited Edition - PlayStation 4"
593,"B00JK00S0S","The Last of Us Remastered - PlayStation 4"
594,"B00JKM06HG","Metal Gear Solid V: The Phantom Pain - PlayStation 4"
595,"B00JUFT1F6","Dragon Age Inquisition - Standard Edition - PlayStation 4"
596,"B00KAED850","Far Cry 4 - PlayStation 4"
597,"B00KOOUVNI","Mortal Kombat X: Greatest Hits - PlayStation 4"
598,"B00KSQHX1K","Halo: The Master Chief Collection"
599,"B00KVMHSUM","PlayStation TV"
600,"B00KVR4HEC","Bloodborne"
601,"B00KVRNIQU","Rise of the Tomb Raider - Xbox One"
602,"B00KWEHBAG","Hyrule Warriors - Nintendo Wii U"
603,"B00KWF366S","Yoshi's Woolly World -  Wii U"
604,"B00KWFCV32","Splatoon"
605,"B00KWFCSB2","Super Mario Maker - Nintendo Wii U"
606,"B00KWJ4JW4","Final Fantasy Type-0 HD - PlayStation 4"
607,"B00L4KVO78","Twisted Metal - PS3 [Digital Code]"
608,"B00LCHZRIK","The Legend of Zelda: Breath of the Wild - Wii U"
609,"B00M31VIOG","Sunset Overdrive"
610,"B00M3D8IYM","Doom - PlayStation 4"
611,"B00MU1YEE0","Call of Duty: Advanced Warfare - Xbox One"
612,"B00MUY0OFU","Nintendo Wii U Pro Controller - Black"
613,"B00MV7KVP4","Until Dawn - PlayStation 4"
614,"B00N4ABT1C","Yoshi amiibo (Super Smash Bros Series)"
615,"B00PB9LZQI","The Legend of Zelda: Majora's Mask 3D"
616,"B00Q03M3HY","Dark Souls II: Scholar of the First Sin - PlayStation 4"
617,"B00QXJFE08","Street Fighter V - PlayStation 4 Standard Edition"
618,"B00RZ7T8TK","HORI Screen Protective Filter for Nintendo NEW 3DS XL"
619,"B00USM22DI","God of War 3 Remastered - PlayStation 4"
620,"B00VU4J13W","Call of Duty: Black Ops III - Standard Edition - PlayStation 4"
621,"B00W8FYFBA","Star Wars: Battlefront - Standard Edition - PlayStation 4"
622,"B00WTI3JPE","The Witcher 3: Wild Hunt - PlayStation 4"
623,"B00X87BLK0","Assassin's Creed: Syndicate - Standard Edition - PlayStation 4"
624,"B00YQ1NOPM","Fallout 4 - Xbox One"
625,"B00YQ2KCWO","Fallout 4 - PlayStation 4"
626,"B00YQM1PNY","UNCHARTED: The Nathan Drake Collection - PlayStation 4"
627,"B00Z7V9P8K","Batman: Arkham Knight - PlayStation 4 [Digital Code]"
628,"B00Z9LUDX4","Ratchet &amp; Clank - PlayStation 4"
629,"B00Z9LUFHS","Dark Souls III - PlayStation 4 Standard Edition"
630,"B00ZM5OXD8","Dishonored 2 - PlayStation 4"
631,"B00ZMBMO06","Rare Replay - Xbox One"
632,"B00ZPQZMUM","ReCore - Xbox One"
633,"B00ZPTMX60","Gears of War 4 - Xbox One"
634,"B00ZQB28XK","No Man's Sky - PlayStation 4"
635,"B00ZQBLNP4","The Last Guardian - PlayStation 4"
636,"B00ZQC73O8","Horizon Zero Dawn - PlayStation 4"
637,"B00ZRZTT3W","Star Fox Zero + Star Fox Guard - Nintendo Wii U"
638,"B013HMN66M","Rise of the Tomb Raider: 20 Year Celebration - PlayStation 4"
639,"B0166QDJDQ","Far Cry Primal - PlayStation 4 Standard Edition"
640,"B0171RL3RS","Mario &amp; Luigi: Paper Jam - Nintendo 3DS"
641,"B017S3OPZM","NieR: Automata - Playstation 4"
642,"B017W1771Y","The Legend of Zelda: Twilight Princess HD - Wii U"
643,"B01EZA0D8Y","Call of Duty: Infinite Warfare - Standard Edition - PlayStation 4"
644,"B01GKF7T9S","Watch Dogs 2 - PlayStation 4"
645,"B01GW3NY5Q","Mass Effect Andromeda - Pre-load - PS4 Digital Code"
646,"B01GW3POY0","Resident Evil 7: Biohazard - PS4 Digital Code"
